Model,instance,n,p,d,Plants,Clusters,Time,obj,lproot,MIPGAP,Nodes,Median,Envy,IntraEnvy,ValidInequalities,IntraEnvyNew
IntraEnvy_M1,blb034,40,15,2,"[4, 6, 8, 9, 10, 12, 13, 22, 24, 25, 27, 30, 32, 34, 38]","[[4, 15, 16], [1, 6, 18], [8, 20, 39], [9, 28, 37], [5, 10, 17], [12, 21, 33], [13, 36], [7, 22, 26], [24], [14, 23, 25], [2, 27], [3, 30, 35], [0, 32], [19, 31, 34], [11, 29, 38]]",0.951493979,195.97,195.97,0,1,167.64,3596.14,195.97,0,2012.07
IntraEnvy_M1,blb034,40,20,2,"[2, 4, 5, 6, 9, 11, 12, 15, 17, 19, 20, 22, 24, 25, 27, 30, 32, 34, 36, 39]","[[2], [4, 16], [5], [1, 6, 18], [9, 28, 37], [11, 29, 38], [12, 21, 33], [15], [10, 17], [19], [20], [7, 22, 26], [24], [14, 23, 25], [27], [3, 30, 35], [0, 32], [31, 34], [13, 36], [8, 39]]",0.710968018,113.87,113.87,0,1,107.34,2600.74,113.87,0,1493.41
IntraEnvy_M1,blb034,40,25,2,"[0, 1, 2, 4, 5, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20, 22, 24, 25, 27, 28, 30, 31, 34, 36, 37]","[[0, 32], [1, 6], [2], [4, 16], [5], [8, 39], [9], [10, 17], [11, 29, 38], [12, 21, 33], [13], [15], [18], [19], [20], [7, 22, 26], [24], [14, 23, 25], [27], [28], [3, 30, 35], [31], [34], [36], [37]]",0.606940985,67.13,67.13,0,1,65.34,1763,67.13,0,1133.67
IntraEnvy_M1,blb034,40,30,2,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 22, 24, 25, 27, 28, 30, 31, 34, 35, 36, 37, 39]","[[0, 32], [1, 6], [2], [3], [4], [5], [8], [9], [10], [11, 29, 38], [12, 21, 33], [13], [15], [16], [17], [18], [19], [20], [7, 22, 26], [24], [14, 23, 25], [27], [28], [30], [31], [34], [35], [36], [37], [39]]",0.501101971,38.93,38.93,0,1,37.25,1145.49,38.93,0,706.51
IntraEnvy_M1,blb035,40,2,2,"[26, 36]","[[0, 1, 2, 5, 6, 12, 13, 14, 16, 18, 20, 22, 23, 25, 26, 27, 28, 29, 31, 33, 35, 37, 38], [3, 4, 7, 8, 9, 10, 11, 15, 17, 19, 21, 24, 30, 32, 34, 36, 39]]",503.7144589,4260.62,3191.042102,0,37,1122.72,10284.42,4260.62,0,11978.94
IntraEnvy_M1,blb035,40,3,2,"[26, 29, 36]","[[0, 1, 5, 14, 22, 23, 26, 27, 33, 35, 37, 38], [2, 6, 12, 13, 16, 18, 20, 25, 28, 29, 31], [3, 4, 7, 8, 9, 10, 11, 15, 17, 19, 21, 24, 30, 32, 34, 36, 39]]",90.06813598,2796.36,1766.560764,0,426,874.65,10939.73,2796.36,0,8106.31
IntraEnvy_M1,blb035,40,5,2,"[29, 30, 37, 38, 39]","[[2, 6, 12, 13, 16, 18, 20, 25, 28, 29, 31], [3, 7, 8, 11, 17, 30, 32, 34], [0, 1, 27, 33, 35, 37], [5, 10, 14, 22, 23, 26, 38], [4, 9, 15, 19, 21, 24, 36, 39]]",17.07907081,1090.65,933.1169418,0,133,438.88,6420.26,1090.65,0,5994.04
IntraEnvy_M1,blb035,40,7,2,"[2, 18, 23, 28, 30, 37, 39]","[[2, 26, 31], [6, 16, 18, 20, 25, 29], [5, 10, 14, 22, 23, 38], [12, 13, 28], [3, 7, 8, 11, 17, 30, 32, 34], [0, 1, 27, 33, 35, 37], [4, 9, 15, 19, 21, 24, 36, 39]]",5.975379944,669.93,575.6609006,0,224,349.93,5761.99,669.93,0,5042.22
IntraEnvy_M1,blb035,40,10,2,"[2, 8, 18, 19, 23, 24, 28, 32, 36, 37]","[[2, 26, 31], [8, 34], [6, 16, 18, 20, 25, 29], [9, 19], [5, 10, 14, 22, 23, 38], [15, 21, 24], [12, 13, 28], [3, 7, 11, 17, 30, 32], [4, 36, 39], [0, 1, 27, 33, 35, 37]]",1.879010916,370.66,363.97,0,1,229.17,3976.37,370.66,0,3590.87
IntraEnvy_M1,blb035,40,15,2,"[2, 12, 13, 16, 19, 20, 23, 24, 26, 32, 34, 35, 36, 37, 38]","[[2, 31], [12, 28], [13], [16, 25, 29], [9, 19], [6, 18, 20], [5, 10, 14, 23], [15, 21, 24], [26], [3, 7, 11, 17, 30, 32], [8, 34], [0, 1, 33, 35], [4, 36, 39], [27, 37], [22, 38]]",0.85863018,172.13,162.372122,0,1,131.81,2835.13,172.13,0,2338.86
IntraEnvy_M1,blb035,40,20,2,"[2, 3, 4, 5, 6, 8, 13, 15, 16, 19, 20, 21, 23, 26, 28, 32, 35, 37, 38, 39]","[[2, 31], [3, 30], [4, 36], [5, 14], [6], [8, 34], [13], [15, 24], [16, 25, 29], [9, 19], [18, 20], [21], [10, 23], [26], [12, 28], [7, 11, 17, 32], [0, 1, 33, 35], [27, 37], [22, 38], [39]]",0.725812912,95.74,95.74,0,1,86.38,2123.02,95.74,0,1336.59
IntraEnvy_M1,blb035,40,25,2,"[1, 2, 4, 5, 6, 8, 11, 12, 13, 16, 17, 19, 20, 21, 23, 24, 26, 27, 30, 31, 33, 34, 37, 38, 39]","[[0, 1, 35], [2], [4, 36], [5, 14], [6], [8], [11], [12, 28], [13], [16, 25, 29], [7, 17], [9, 19], [18, 20], [21], [10, 23], [15, 24], [26], [27], [3, 30, 32], [31], [33], [34], [37], [22, 38], [39]]",0.594992161,55.25,54.81416244,0,1,53.07,1482.81,55.25,0,953.65
IntraEnvy_M1,blb035,40,30,2,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 16, 17, 18, 20, 21, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 37, 38, 39]","[[0, 1, 35], [2], [3, 30], [4, 36], [5, 14], [6], [7], [8], [9, 19], [10], [11], [13], [16, 29], [17], [18], [20], [21], [23], [15, 24], [25], [26], [27], [12, 28], [31], [32], [33], [34], [37], [22, 38], [39]]",0.491496086,29.22,29.22,0,1,29.2,931.24,29.22,0,569.21
IntraEnvy_M1,blb036,40,2,3,"[13, 38]","[[5, 7, 9, 13, 16, 18, 19, 23, 25, 26, 29, 31, 32, 33, 34, 35], [0, 1, 2, 3, 4, 6, 8, 10, 11, 12, 14, 15, 17, 20, 21, 22, 24, 27, 28, 30, 36, 37, 38, 39]]",343.324173,11030.1,4165.952993,0,443,1858.4,21352.24,11030.1,0,20341.26
IntraEnvy_M1,blb036,40,3,3,"[24, 30, 34]","[[1, 3, 5, 8, 11, 15, 18, 19, 20, 24, 26, 27, 32, 39], [0, 2, 4, 6, 10, 12, 14, 17, 21, 22, 28, 30, 36, 37, 38], [7, 9, 13, 16, 23, 25, 29, 31, 33, 34, 35]]",458.163106,4608.42,2886.659921,0,498,1435.31,16961.17,4608.42,0,15638.9
IntraEnvy_M1,blb036,40,5,3,"[1, 2, 26, 34, 39]","[[1, 8, 15], [0, 2, 4, 6, 12, 14, 17, 21, 22, 30, 36, 38], [5, 11, 20, 26, 27, 32], [7, 9, 13, 25, 29, 31, 33, 34, 35], [3, 10, 16, 18, 19, 23, 24, 28, 37, 39]]",540.589612,2472.81,1663.865889,0,2995,1030.06,13628.88,2472.81,0,9515.94
IntraEnvy_M1,blb036,40,7,3,"[1, 6, 22, 23, 26, 33, 39]","[[1, 8, 15], [2, 6, 17, 28, 30, 36, 37, 38], [0, 4, 12, 14, 21, 22], [13, 16, 18, 19, 23, 29, 31, 35], [5, 11, 20, 26, 27, 32], [7, 9, 25, 33, 34], [3, 10, 24, 39]]",17.99841905,1366.32,1079.517412,0,673,738.19,11136.21,1366.32,0,5473.04
IntraEnvy_M1,blb036,40,10,3,"[1, 3, 11, 13, 17, 22, 23, 25, 26, 36]","[[1, 8, 15], [3, 24, 39], [11, 20, 27], [13, 34, 35], [0, 2, 4, 17, 30], [12, 14, 21, 22], [16, 18, 19, 23, 29, 31], [7, 9, 25, 33], [5, 26, 32], [6, 10, 28, 36, 37, 38]]",4.87510705,669.48,620.9,0,57,491.48,7454.18,669.48,0,3973.63
IntraEnvy_M1,blb036,40,15,3,"[1, 3, 7, 9, 11, 13, 17, 18, 21, 22, 26, 28, 29, 34, 36]","[[1, 8, 15], [3, 24, 39], [7, 33], [9, 25], [11, 20, 27], [13, 35], [0, 2, 17, 30], [16, 18, 19, 23], [4, 14, 21], [12, 22], [5, 26, 32], [10, 28, 37], [29, 31], [34], [6, 36, 38]]",1.08418107,343.02,339.66,5.83E-05,1,307.67,5908.87,343.02,0,2893.11
IntraEnvy_M1,blb036,40,20,3,"[3, 5, 8, 9, 11, 12, 13, 15, 17, 18, 20, 21, 22, 28, 29, 30, 32, 33, 34, 36]","[[3, 24, 39], [5], [8], [9, 25], [11, 27], [12], [13, 35], [1, 15], [0, 2, 17], [16, 18, 19, 23], [20], [4, 14, 21], [22], [10, 28, 37], [29, 31], [6, 30], [26, 32], [7, 33], [34], [36, 38]]",0.744089127,234.93,228.45,0,1,221.99,5039.05,234.93,0,2331.72
IntraEnvy_M1,blb036,40,25,3,"[3, 4, 5, 7, 8, 12, 13, 15, 17, 18, 20, 21, 22, 23, 24, 25, 27, 28, 30, 31, 32, 34, 36, 38, 39]","[[3], [4], [5], [7, 33], [8], [12], [13, 35], [1, 15], [0, 2, 17], [16, 18, 19], [20], [14, 21], [22], [23], [24], [9, 25], [11, 27], [10, 28, 37], [6, 30], [29, 31], [26, 32], [34], [36], [38], [39]]",0.646492004,159.12,159.12,0,1,153.88,4131.6,159.12,0,1652.73
IntraEnvy_M1,blb036,40,30,3,"[0, 2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 19, 20, 22, 23, 24, 25, 27, 28, 30, 31, 32, 34, 35, 36, 38, 39]","[[0], [2, 17], [3], [4], [5], [6], [7, 33], [8], [9], [12], [13], [14, 21], [1, 15], [16], [18, 19], [20], [22], [23], [24], [25], [11, 27], [10, 28, 37], [30], [29, 31], [26, 32], [34], [35], [36], [38], [39]]",0.524096012,92.77,91.91184874,0,1,91.29,2844.71,92.77,0,1211.77
IntraEnvy_M1,blb037,40,2,3,"[4, 36]","[[0, 1, 2, 4, 5, 6, 7, 9, 26, 28, 30, 37, 38, 39], [3, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 27, 29, 31, 32, 33, 34, 35, 36]]",345.0374331,9288.29,4219.742002,0,225,2000.73,20176.39,9288.29,0,13967.91
IntraEnvy_M1,blb037,40,3,3,"[13, 30, 35]","[[0, 3, 8, 10, 11, 12, 13, 14, 16, 18, 19, 21, 28, 31, 32, 34, 36, 38], [1, 2, 4, 6, 9, 17, 26, 27, 29, 30, 37, 39], [5, 7, 15, 20, 22, 23, 24, 25, 33, 35]]",1106.240395,5379.24,2736.96,0,771,1657.66,19422.18,5379.24,0,12174.59
IntraEnvy_M1,blb037,40,5,3,"[13, 19, 23, 24, 30]","[[12, 13, 14, 21, 28, 31, 36, 38], [3, 8, 10, 11, 16, 18, 19, 32, 34], [0, 5, 7, 22, 23, 35], [15, 20, 24, 25, 33], [1, 2, 4, 6, 9, 17, 26, 27, 29, 30, 37, 39]]",256.7140651,2938.63,2027.48,0,2162,1154.99,15271.33,2938.63,0,8000.73
IntraEnvy_M1,blb037,40,7,3,"[10, 13, 23, 24, 29, 31, 37]","[[3, 8, 10, 11, 19, 34], [12, 13, 16, 18, 21, 28, 32, 36, 38], [0, 5, 7, 22, 23, 35], [15, 20, 24, 25, 33], [17, 26, 27, 29, 30, 39], [14, 31], [1, 2, 4, 6, 9, 37]]",925.5785749,1650.62,1379.8,0,379,961.75,15793.31,1650.62,0,5396.3
IntraEnvy_M1,blb037,40,10,3,"[5, 16, 21, 24, 28, 29, 31, 34, 35, 37]","[[5, 7, 23], [16, 18, 32], [12, 21, 36], [20, 24, 25, 33], [0, 28, 38], [17, 26, 27, 29, 30, 39], [13, 14, 31], [3, 8, 10, 11, 19, 34], [15, 22, 35], [1, 2, 4, 6, 9, 37]]",4.638142109,774.07,700.51,0,52,480.98,8724.38,774.07,0,4481.99
IntraEnvy_M1,blb037,40,15,3,"[1, 3, 4, 5, 6, 16, 19, 20, 21, 26, 28, 29, 31, 33, 35]","[[1], [3, 8, 10], [4, 9], [5, 7, 23], [2, 6, 37], [16, 18, 32], [11, 19, 34], [20], [12, 21, 36], [26, 30, 39], [0, 28, 38], [17, 27, 29], [13, 14, 31], [24, 25, 33], [15, 22, 35]]",1.005154133,330.27,324.91,0,1,268.81,5481.91,330.27,0,2465.49
IntraEnvy_M1,blb037,40,20,3,"[1, 5, 6, 8, 9, 10, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 27, 28, 31, 34]","[[1], [5, 7, 23], [2, 6, 37], [3, 8], [4, 9], [10], [15], [16, 18, 32], [17], [11, 19], [20], [12, 21, 36], [22, 35], [24], [25, 33], [26, 30, 39], [27, 29], [0, 28, 38], [13, 14, 31], [34]]",0.739706039,202.34,192.27,0,1,180.33,4149.37,202.34,0,1777.25
IntraEnvy_M1,blb037,40,25,3,"[1, 2, 5, 8, 9, 10, 11, 13, 15, 17, 18, 19, 20, 21, 23, 24, 25, 26, 27, 28, 31, 32, 34, 35, 37]","[[1], [2], [5, 7], [3, 8], [4, 9], [10], [11], [13], [15], [17], [18], [19], [20], [12, 21, 36], [23], [24], [25, 33], [26, 30, 39], [27, 29], [0, 28, 38], [14, 31], [16, 32], [34], [22, 35], [6, 37]]",0.615751982,126.06,126.06,0,1,123.01,3337.55,126.06,0,1256.63
IntraEnvy_M1,blb037,40,30,3,"[0, 1, 2, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 32, 33, 34, 35, 37, 39]","[[0], [1], [2], [5, 7], [3, 8], [4, 9], [10], [11], [13], [14, 31], [15], [17], [18], [19], [20], [12, 21, 36], [22], [23], [24], [26], [27], [28, 38], [29], [30], [16, 32], [25, 33], [34], [35], [6, 37], [39]]",0.49772191,71.05,71.05,0,1,70.9,2207.04,71.05,0,878.2
IntraEnvy_M1,blb038,40,2,3,"[22, 32]","[[0, 4, 7, 8, 9, 12, 14, 15, 18, 19, 20, 21, 22, 24, 27, 28, 29, 30, 31, 33, 36, 38], [1, 2, 3, 5, 6, 10, 11, 13, 16, 17, 23, 25, 26, 32, 34, 35, 37, 39]]",3064.288038,10435.41,4300.034292,0,320,2249.89,21320.89,10435.41,0,14374.69
IntraEnvy_M1,blb038,40,3,3,"[28, 32, 36]","[[0, 6, 7, 10, 15, 18, 20, 23, 27, 28, 30, 38], [1, 2, 3, 5, 11, 13, 16, 17, 25, 26, 32, 34, 35, 37, 39], [4, 8, 9, 12, 14, 19, 21, 22, 24, 29, 31, 33, 36]]",1089.960075,5584.2,2862.01293,0,526,1576.75,18703.79,5584.2,0,12605.7
IntraEnvy_M1,blb038,40,5,3,"[24, 28, 32, 36, 39]","[[9, 14, 19, 21, 24, 29, 31], [0, 6, 7, 10, 15, 18, 20, 23, 27, 28, 30, 38], [1, 2, 3, 5, 13, 16, 32, 34, 35], [4, 8, 12, 22, 33, 36], [11, 17, 25, 26, 37, 39]]",755.8305881,3039.5,1976.745324,0,2294,1269.33,17298.83,3039.5,0,8832.46
IntraEnvy_M1,blb038,40,7,3,"[0, 3, 5, 11, 24, 30, 36]","[[0, 15, 20, 27, 38], [1, 2, 3, 17, 26, 37], [5, 16, 35], [11, 13, 25, 32, 34, 39], [9, 14, 19, 21, 24, 29, 31], [6, 7, 10, 18, 23, 28, 30], [4, 8, 12, 22, 33, 36]]",77.94120812,1624.44,1244.317134,0,1218,862.83,13275.01,1624.44,0,7189.01
IntraEnvy_M1,blb038,40,10,3,"[3, 4, 5, 11, 12, 15, 18, 19, 26, 27]","[[1, 2, 3], [4, 22, 36], [5, 16, 35], [11, 13, 25, 32, 34, 39], [8, 12, 14, 21, 31, 33], [10, 15, 20, 28], [6, 7, 18, 23, 30], [9, 19, 24, 29], [17, 26, 37], [0, 27, 38]]",4.202125072,764.67,706.2425917,0,165,504.29,8528.21,764.67,0,4571.44
IntraEnvy_M1,blb038,40,15,3,"[3, 4, 5, 8, 10, 11, 13, 14, 15, 18, 24, 26, 27, 29, 36]","[[1, 2, 3], [4, 22], [5, 16, 35], [8, 12, 21], [6, 10, 30], [11, 25, 39], [13, 32, 34], [14, 31, 33], [15, 20, 28], [7, 18, 23], [24], [17, 26, 37], [0, 27, 38], [9, 19, 29], [36]]",0.955469847,348.66,345.42,0,1,303.85,6157.91,348.66,0,3317.15
IntraEnvy_M1,blb038,40,20,3,"[2, 3, 5, 7, 8, 10, 11, 13, 14, 15, 16, 18, 21, 22, 24, 26, 27, 29, 36, 39]","[[2], [1, 3], [5, 35], [7], [8, 12], [6, 10, 30], [11, 25], [13, 32, 34], [14, 31, 33], [15, 20, 28], [16], [18, 23], [21], [4, 22], [24], [17, 26, 37], [0, 27, 38], [9, 19, 29], [36], [39]]",0.737542152,227.54,221.9504815,0,1,211.27,4997.49,227.54,0,2501.24
IntraEnvy_M1,blb038,40,25,3,"[1, 2, 3, 4, 6, 7, 12, 13, 14, 15, 16, 20, 21, 22, 23, 24, 25, 26, 27, 29, 30, 34, 35, 36, 39]","[[1], [2], [3], [4], [6, 10], [7], [8, 12], [13, 32], [14, 31, 33], [15, 28], [16], [20], [21], [22], [18, 23], [24], [11, 25], [17, 26, 37], [0, 27, 38], [9, 19, 29], [30], [34], [5, 35], [36], [39]]",0.612064123,145.65,145.65,0,1,138.86,3826.5,145.65,0,1923.47
IntraEnvy_M1,blb038,40,30,3,"[1, 2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 33, 34, 36, 39]","[[1], [2], [3], [4], [5, 35], [6, 10], [7], [8], [11], [12], [13, 32], [14, 31], [15], [16], [18], [20], [21], [22], [23], [24], [25], [17, 26, 37], [0, 27, 38], [28], [9, 19, 29], [30], [33], [34], [36], [39]]",0.500227928,80.46,80.46,0,1,77.02,2413.28,80.46,0,1263.79
IntraEnvy_M1,blb039,40,2,3,"[1, 22]","[[1, 2, 3, 4, 5, 7, 10, 17, 18, 24, 25, 27, 29, 31, 32, 33, 35, 37], [0, 6, 8, 9, 11, 12, 13, 14, 15, 16, 19, 20, 21, 22, 23, 26, 28, 30, 34, 36, 38, 39]]",1230.873192,10149.97,4095.447232,0,363,2112.23,23102.89,10149.97,0,14833.22
IntraEnvy_M1,blb039,40,3,3,"[15, 31, 35]","[[0, 6, 8, 11, 13, 14, 15, 21, 22, 34, 36, 38], [1, 2, 4, 5, 7, 10, 17, 18, 24, 25, 29, 31, 32, 33, 37], [3, 9, 12, 16, 19, 20, 23, 26, 27, 28, 30, 35, 39]]",2413.489901,5319.78,2812.379157,0,689,1549.22,19360.14,5319.78,0,14279.47
IntraEnvy_M1,blb039,40,5,3,"[12, 15, 20, 24, 31]","[[12, 28, 39], [0, 6, 8, 11, 13, 14, 15, 21, 22, 34, 36, 38], [3, 9, 16, 19, 20, 23, 26, 27, 30, 35], [5, 24, 33], [1, 2, 4, 7, 10, 17, 18, 25, 29, 31, 32, 37]]",1023.320099,2853.57,1819.390757,0,1432,1040.09,13696.57,2853.57,0,12434.52
IntraEnvy_M1,blb039,40,7,3,"[6, 11, 12, 17, 20, 24, 29]","[[0, 6, 13, 15, 22, 36], [8, 11, 14, 21, 34, 38], [12, 28, 39], [4, 10, 17, 25, 31, 32], [3, 9, 16, 19, 20, 23, 26, 27, 30, 35], [5, 24, 33], [1, 2, 7, 18, 29, 37]]",31.32905006,1497.73,1161.743288,0,521,734.81,11104.33,1497.73,0,6646.62
IntraEnvy_M1,blb039,40,10,3,"[2, 6, 11, 12, 17, 19, 23, 24, 27, 29]","[[1, 2, 18], [0, 6, 13, 15, 22, 36], [8, 11, 14, 21, 34, 38], [12, 28, 39], [4, 10, 17, 25, 31, 32], [16, 19, 20, 26], [9, 23, 30], [5, 24, 33], [3, 27, 35], [7, 29, 37]]",2.20897007,596.48,594.5733333,0,1,453.31,6671.95,596.48,0,4012.86
IntraEnvy_M1,blb039,40,15,3,"[2, 6, 11, 12, 14, 15, 19, 21, 23, 24, 25, 27, 29, 32, 36]","[[1, 2, 18], [6], [11], [12, 28, 39], [14, 34], [0, 15], [16, 19, 20, 26], [8, 21, 38], [9, 23, 30], [5, 24, 33], [17, 25, 31], [3, 27, 35], [7, 29, 37], [4, 10, 32], [13, 22, 36]]",0.968385935,302.68,302.68,0,1,269.6,5591.38,302.68,0,3010.34
IntraEnvy_M1,blb039,40,20,3,"[0, 2, 3, 6, 11, 19, 21, 23, 24, 25, 26, 28, 29, 30, 32, 33, 34, 35, 36, 39]","[[0, 15], [1, 2, 18], [3], [6], [11], [19, 20], [8, 21, 38], [9, 23], [5, 24], [17, 25, 31], [16, 26], [28], [7, 29, 37], [30], [4, 10, 32], [33], [14, 34], [27, 35], [13, 22, 36], [12, 39]]",0.789474964,203.29,201.48,0,1,189.59,4750.09,203.29,0,2228.34
IntraEnvy_M1,blb039,40,25,3,"[1, 2, 3, 5, 6, 7, 11, 15, 16, 17, 19, 21, 23, 24, 25, 28, 29, 30, 32, 33, 34, 35, 36, 37, 39]","[[1], [2, 18], [3], [5], [6], [7], [11], [0, 15], [16, 26], [17], [19, 20], [8, 21, 38], [9, 23], [24], [25, 31], [28], [29], [30], [4, 10, 32], [33], [14, 34], [27, 35], [13, 22, 36], [37], [12, 39]]",0.60848403,122.93,122.93,0,1,118.2,3381.52,122.93,0,1568.27
IntraEnvy_M1,blb039,40,30,3,"[0, 1, 2, 3, 5, 6, 7, 8, 9, 11, 14, 17, 19, 20, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39]","[[0, 15], [1], [2, 18], [3], [5], [6], [7], [8, 21], [9, 23], [11], [14], [17], [19], [20], [24], [25], [16, 26], [27], [28], [29], [30], [31], [4, 10, 32], [33], [34], [35], [13, 22, 36], [37], [38], [12, 39]]",0.495398045,61.28,61.28,0,1,60.18,1910.86,61.28,0,1000.29
IntraEnvy_M1,blb040,40,2,3,"[13, 35]","[[0, 1, 3, 6, 7, 11, 12, 13, 15, 16, 17, 18, 23, 29, 30, 32, 33, 34, 36], [2, 4, 5, 8, 9, 10, 14, 19, 20, 21, 22, 24, 25, 26, 27, 28, 31, 35, 37, 38, 39]]",1118.562055,8823.24,4012.670637,0,226,2253.74,20031.8,8823.24,0,17114.68
IntraEnvy_M1,blb040,40,3,3,"[9, 13, 26]","[[2, 4, 5, 8, 9, 10, 14, 17, 21, 22, 24, 27, 28, 31, 38], [1, 3, 6, 7, 11, 12, 13, 16, 29, 30, 32, 34, 36], [0, 15, 18, 19, 20, 23, 25, 26, 33, 35, 37, 39]]",2151.090073,5513.55,2767.696264,0,807,1727.46,21954.1,5513.55,0,14445.75
IntraEnvy_M1,blb040,40,5,3,"[8, 16, 26, 30, 38]","[[4, 8, 9, 10, 21, 22, 31], [1, 11, 12, 13, 16, 29, 34], [0, 18, 19, 20, 25, 26, 33, 37, 39], [3, 6, 7, 15, 17, 23, 30, 32, 36], [2, 5, 14, 24, 27, 28, 35, 38]]",1937.722122,2712.97,1872.895202,0,1863,1186.15,16281.71,2712.97,0,8018.84
IntraEnvy_M1,blb040,40,7,3,"[1, 8, 13, 17, 26, 36, 38]","[[1, 12, 29, 34], [4, 8, 9, 10, 21, 22, 31], [11, 13, 16], [3, 6, 15, 17, 23, 30], [0, 18, 19, 20, 25, 26, 33, 37, 39], [7, 32, 36], [2, 5, 14, 24, 27, 28, 35, 38]]",971.701834,1632.91,1284.51684,0,1265,860.89,12312.65,1632.91,0,6686.06
IntraEnvy_M1,blb040,40,10,3,"[1, 2, 6, 8, 13, 18, 23, 24, 26, 36]","[[1, 12, 29, 34], [2, 4, 14, 35], [3, 6, 30], [8, 9, 10, 21, 22, 31], [11, 13, 16], [0, 18, 33], [15, 17, 23], [5, 24, 27, 28, 38], [19, 20, 25, 26, 37, 39], [7, 32, 36]]",7.92031002,835.26,771.4491928,0,83,578.45,9832.09,835.26,0,4462.57
IntraEnvy_M1,blb040,40,15,3,"[5, 6, 12, 13, 14, 18, 19, 20, 21, 23, 31, 34, 35, 36, 38]","[[5, 24, 28], [3, 6, 30], [12, 29], [11, 13, 16], [2, 4, 14], [0, 18, 33], [19, 25, 39], [20, 26, 37], [8, 10, 21], [15, 17, 23], [9, 22, 31], [1, 34], [35], [7, 32, 36], [27, 38]]",1.106528997,388.52,386.5808491,0,1,334.13,6796.45,388.52,0,2819.67
IntraEnvy_M1,blb040,40,20,3,"[4, 5, 6, 7, 11, 14, 16, 17, 18, 19, 20, 21, 23, 27, 29, 31, 32, 34, 35, 39]","[[4], [5, 24, 28], [3, 6, 30], [7, 36], [11, 13], [2, 14], [16], [17], [0, 18, 33], [19, 25], [20, 26, 37], [8, 10, 21], [15, 23], [27, 38], [12, 29], [9, 22, 31], [32], [1, 34], [35], [39]]",0.827610016,253.97,253.97,0,1,238.81,5786.09,253.97,0,2213.92
IntraEnvy_M1,blb040,40,25,3,"[0, 4, 5, 6, 7, 8, 10, 11, 14, 16, 17, 18, 19, 20, 23, 24, 26, 29, 31, 32, 33, 34, 35, 38, 39]","[[0], [4], [5, 28], [3, 6, 30], [7, 36], [8], [10, 21], [11, 13], [2, 14], [16], [17], [18], [19, 25], [20, 37], [15, 23], [24], [26], [12, 29], [9, 22, 31], [32], [33], [1, 34], [35], [27, 38], [39]]",0.627362967,153.89,153.89,0,1,151.29,4179.99,153.89,0,1431.13
IntraEnvy_M1,blb040,40,30,3,"[0, 1, 2, 4, 5, 6, 7, 8, 10, 11, 13, 14, 16, 17, 18, 19, 20, 23, 24, 25, 26, 27, 29, 31, 32, 33, 35, 37, 38, 39]","[[0], [1, 34], [2], [4], [5, 28], [3, 6, 30], [7, 36], [8], [10, 21], [11], [13], [14], [16], [17], [18], [19], [20], [15, 23], [24], [25], [26], [27], [12, 29], [9, 22, 31], [32], [33], [35], [37], [38], [39]]",0.506230831,85.4,85.4,0,1,82.8,2575.96,85.4,0,950.42
IntraEnvy_M1,blb041,50,2,2,"[11, 47]","[[0, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 22, 23, 24, 25, 27, 28, 29, 30, 32, 34, 37, 40, 42, 44, 45, 48], [1, 2, 3, 4, 5, 6, 8, 13, 19, 20, 21, 26, 31, 33, 35, 36, 38, 39, 41, 43, 46, 47, 49]]",6214.966744,10342.3,4490.274319,0,389,1724.52,21985.24,10342.3,0,23776.72
IntraEnvy_M1,blb041,50,3,2,"[1, 27, 41]","[[1, 2, 4, 6, 7, 20, 35, 38, 40, 43, 44, 47], [0, 10, 11, 12, 14, 15, 16, 17, 18, 22, 23, 24, 25, 27, 28, 29, 30, 32, 42, 48], [3, 5, 8, 9, 13, 19, 21, 26, 31, 33, 34, 36, 37, 39, 41, 45, 46, 49]]",7473.040015,5844.26,2811.684774,0.443866568,44,1467.52,18152.84,5844.26,0,18883.56
IntraEnvy_M1,blb041,50,5,2,"[5, 8, 18, 23, 43]","[[5, 9, 17, 26, 31, 33, 36, 37, 41, 45], [2, 3, 8, 13, 19, 20, 21, 39, 47, 49], [0, 10, 11, 12, 15, 16, 18, 22, 27, 29, 30, 48], [14, 23, 24, 25, 28, 32, 34, 42, 46], [1, 4, 6, 7, 35, 38, 40, 43, 44]]",7329.446878,2607.02,1650.187562,0.102326913,4547,953.08,15053.78,2607.02,0,8882.69
